Country Name,Country Code,Series Name,Series Code,Series_type,2021Q1 [YR2021Q1],2021Q2 [YR2021Q2],2021Q3 [YR2021Q3],2021Q4 [YR2021Q4],2022Q1 [YR2022Q1],2022Q2 [YR2022Q2],2022Q3 [YR2022Q3],2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4]
United States,USA,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.CG.Z1,Central Gov,111.3184404,108.6600692,106.4877597,107.0692226,107.3415014,104.8807645,103.9763127,103.3724493,102.9160774,103.2306585,104.9690092,106.4865933
United States,USA,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.CG.CD,Central Gov,2.40133E+13,2.43719E+13,2.45006E+13,2.53553E+13,2.60867E+13,2.61214E+13,2.65393E+13,2.69027E+13,2.72998E+13,2.78177E+13,2.87211E+13,2.95244E+13
United States,USA,"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",DP.DOD.DLD3.CR.CG.Z1,Central Gov,115.4794003,112.4733811,110.3102051,110.3862713,110.3708249,107.6792542,106.5820322,105.9499188,105.458702,105.7425253,107.4690703,108.9478249
United States,USA,"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",DP.DOD.DLD3.CR.CG.CD,Central Gov,2.49109E+13,2.52273E+13,2.53801E+13,2.61408E+13,2.68229E+13,2.68184E+13,2.72044E+13,2.75735E+13,2.79742E+13,2.84946E+13,2.94051E+13,3.02068E+13
United States,USA,"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",DP.DOD.DLD4.CR.CG.Z1,Central Gov,124.8896833,121.56687,119.3251487,118.5648238,118.4048717,115.5264733,114.1283083,112.8984251,112.5052462,112.6006112,114.1230206,114.8870502
United States,USA,"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",DP.DOD.DLD4.CR.CG.CD,Central Gov,2.69409E+13,2.72669E+13,2.74543E+13,2.80776E+13,2.87754E+13,2.87728E+13,2.91305E+13,2.93819E+13,2.98434E+13,3.03427E+13,3.12258E+13,3.18535E+13
United States,USA,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.FC.Z1,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.FC,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.FC.CD,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.FC.Z1,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.FC,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.FC.CD,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.FC.Z1,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.FC,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.FC.CD,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.FC.Z1,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.FC,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.FC.CD,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.FC.Z1,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.FC,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.FC.CD,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.GG,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.GG.Z1,General Gov,109.7762152,105.8438981,103.7206805,103.5940487,103.7891253,101.1196512,100.0492275,98.77609509,98.27639797,98.47072618,100.1185718,100.6705197
United States,USA,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.GG,General Gov,2.36807E+13,2.37403E+13,2.3864E+13,2.45323E+13,2.52234E+13,2.51846E+13,2.55369E+13,2.57065E+13,2.6069E+13,2.65351E+13,2.73939E+13,2.79119E+13
United States,USA,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.GG.CD,General Gov,2.36807E+13,2.37403E+13,2.3864E+13,2.45323E+13,2.52234E+13,2.51846E+13,2.55369E+13,2.57065E+13,2.6069E+13,2.65351E+13,2.73939E+13,2.79119E+13
United States,USA,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.GG.Z1,General Gov,87.93751718,86.62584667,87.44895132,87.54385752,87.51778108,86.88235198,85.67625089,84.47594417,82.85015097,81.81145485,80.80032627,80.10598805
United States,USA,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.GG,General Gov,1.89697E+13,1.94298E+13,2.01202E+13,2.07315E+13,2.1269E+13,2.16387E+13,2.18683E+13,2.19849E+13,2.1977E+13,2.20459E+13,2.21082E+13,2.22102E+13
United States,USA,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.GG.CD,General Gov,1.89697E+13,1.94298E+13,2.01202E+13,2.07315E+13,2.1269E+13,2.16387E+13,2.18683E+13,2.19849E+13,2.1977E+13,2.20459E+13,2.21082E+13,2.22102E+13
United States,USA,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.GG,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.GG.Z1,General Gov,21.83869804,19.21805145,16.27172913,16.05019114,16.27134418,14.23729927,14.37297661,14.30015092,15.426247,16.65927133,19.31824549,20.56453166
United States,USA,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.GG,General Gov,4.71099E+12,4.31052E+12,3.74379E+12,3.80088E+12,3.95435E+12,3.54591E+12,3.66861E+12,3.72162E+12,4.09201E+12,4.4892E+12,5.28576E+12,5.70171E+12
United States,USA,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.GG.CD,General Gov,4.71099E+12,4.31052E+12,3.74379E+12,3.80088E+12,3.95435E+12,3.54591E+12,3.66861E+12,3.72162E+12,4.09201E+12,4.4892E+12,5.28576E+12,5.70171E+12
United States,USA,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.GG.Z1,General Gov,121.2446063,116.8995679,114.4008404,114.646928,114.7020503,111.9166743,110.7950286,109.8680998,109.0139613,109.1774687,110.8078613,111.9723049
United States,USA,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.GG.CD,General Gov,2.61546E+13,2.622E+13,2.63213E+13,2.71498E+13,2.78755E+13,2.78737E+13,2.82797E+13,2.85932E+13,2.89173E+13,2.94202E+13,3.03187E+13,3.10454E+13
United States,USA,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",DP.DOD.DLD2.CR.GG.Z1,General Gov,121.7108642,117.3496933,115.3244345,115.5404077,115.5645369,112.7338096,111.5715185,110.6528434,109.7907955,109.9363833,111.551516,112.7178987
United States,USA,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",DP.DOD.DLD2.CR.GG.CD,General Gov,2.62552E+13,2.6321E+13,2.65338E+13,2.73614E+13,2.80851E+13,2.80772E+13,2.84779E+13,2.87975E+13,2.91234E+13,2.96247E+13,3.05222E+13,3.12521E+13
United States,USA,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.GG.Z1,General Gov,121.4788478,117.125101,114.6210861,114.8615579,114.9111685,112.121458,110.9955626,110.065475,109.2082933,109.3694406,110.9994956,112.1620766
United States,USA,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.GG.CD,General Gov,2.62051E+13,2.62706E+13,2.6372E+13,2.72006E+13,2.79263E+13,2.79247E+13,2.83309E+13,2.86446E+13,2.89689E+13,2.9472E+13,3.03711E+13,3.1098E+13
United States,USA,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",DP.DOD.DLD3.CR.GG.Z1,General Gov,130.8286953,125.9928205,123.4344341,123.0911213,122.7920049,119.7203895,118.3506253,117.3654809,116.447541,116.5668646,118.1771088,119.3023786
United States,USA,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",DP.DOD.DLD3.CR.GG.CD,General Gov,2.8222E+13,2.82596E+13,2.83997E+13,2.91495E+13,2.98416E+13,2.98173E+13,3.02082E+13,3.05444E+13,3.08892E+13,3.14115E+13,3.2335E+13,3.30777E+13
United States,USA,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",DP.DOD.DLD4.CR.GG.CD,General Gov,3.41587E+13,3.40347E+13,3.43191E+13,3.46576E+13,3.5314E+13,3.5459E+13,3.58464E+13,3.56721E+13,3.6038E+13,3.65182E+13,3.75855E+13,3.79147E+13
United States,USA,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",DP.DOD.DLD4.CR.GG.Z1,General Gov,158.3490224,151.7404465,149.1618286,146.3505784,145.3101081,142.3723101,140.4399665,137.0681321,135.8579997,135.5178609,137.3662861,136.747869
United States,USA,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.NF.Z1,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.NF,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.NF.CD,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.NF.Z1,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.NF,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.NF.CD,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.NF.Z1,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.NF,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.NF.CD,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.NF.Z1,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.NF,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.NF.CD,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Public Sector, All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Public Sector, All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Public Sector, Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Data from database: Quarterly Public Sector Debt,,,,,,,,,,,,,,,,
Last Updated: 02/18/2025,,,,,,,,,,,,,,,,
